#RANK	ID	GENE_SYMBOL	ENTREZ_GENE_ID	MOI	P-VALUE	EXOMISER_GENE_COMBINED_SCORE	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
159	PRAMEF5_AD	PRAMEF5	343068	AD	0.2999	0.0804	0.3901	0.7400	0.0000	0.3901	0.0000	0.0000	0.3901	1.0000	0		Nephrocalcinosis (HP:0000121)-abnormal kidney morphology (MP:0002135), Skeletal muscle atrophy (HP:0003202)-small heart (MP:0002188), Short stature (HP:0004322)-small heart (MP:0002188), 				
160	HSPG2_AR	HSPG2	3339	AR	0.3042	0.0771	0.6209	0.4738	0.6209	0.5180	0.3884	0.5049	0.6209	1.0000	0	Schwartz-Jampel syndrome (ORPHA:800): Nephrocalcinosis (HP:0000121)-Nephrolithiasis (HP:0000787), Failure to thrive (HP:0001508)-Decreased body weight (HP:0004325), Small for gestational age (HP:0001518)-Decreased body weight (HP:0004325), Premature birth (HP:0001622)-Prenatal movement abnormality (HP:0001557), Skeletal muscle atrophy (HP:0003202)-Skeletal muscle atrophy (HP:0003202), Short stature (HP:0004322)-Short stature (HP:0004322), 	Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-delayed bone ossification (MP:0000060), Rhabdomyosarcoma (HP:0002859)-abnormal muscle morphology (MP:0002108), Skeletal muscle atrophy (HP:0003202)-abnormal muscle morphology (MP:0002108), Short stature (HP:0004322)-decreased cranium height (MP:0008525), 	Rhabdomyosarcoma (HP:0002859)-mitochondrial matrix trunk musculature absent, abnormal (ZP:0009155), Skeletal muscle atrophy (HP:0003202)-trunk musculature dystrophic, abnormal (ZP:0001496), Short stature (HP:0004322)-whole organism decreased length, abnormal (ZP:0000473), 	Proximity to FBN1 associated with Marfan lipodystrophy syndrome (OMIM:616914): Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Scapular winging (HP:0003691), Short stature (HP:0004322)-Tall stature (HP:0000098), 	Proximity to FBN1 Nephrocalcinosis (HP:0000121)-calcified aorta (MP:0010522), Failure to thrive (HP:0001508)-hemothorax (MP:0005243), Small for gestational age (HP:0001518)-hemothorax (MP:0005243), Premature birth (HP:0001622)-hemothorax (MP:0005243), Rhabdomyosarcoma (HP:0002859)-diaphragmatic hernia (MP:0003924), Skeletal muscle atrophy (HP:0003202)-diaphragmatic hernia (MP:0003924), Short stature (HP:0004322)-decreased bone volume (MP:0010876), 	
161	HLA-DQA2_AR	HLA-DQA2	3117	AR	0.3057	0.0759	0.5863	0.5111	0.5863	0.0000	0.0000	0.0000	0.5863	1.0000	0	Celiac disease, susceptibility to (OMIM:212750): Nephrocalcinosis (HP:0000121)-Cerebral calcification (HP:0002514), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Weight loss (HP:0001824), Premature birth (HP:0001622)-Delayed puberty (HP:0000823), Short stature (HP:0004322)-Short stature (HP:0004322), 					
162	PRSS3_AR	PRSS3	5646	AR	0.3060	0.0757	0.5008	0.6076	0.0000	0.2259	0.0000	0.5008	0.5008	1.0000	0		Failure to thrive (HP:0001508)-impaired righting response (MP:0001523), Small for gestational age (HP:0001518)-impaired righting response (MP:0001523), Premature birth (HP:0001622)-impaired righting response (MP:0001523), Short stature (HP:0004322)-impaired righting response (MP:0001523), 		Proximity to LMBRD1 associated with Methylmalonic aciduria and homocystinuria, cblF type (OMIM:277380): Nephrocalcinosis (HP:0000121)-Methylmalonic aciduria (HP:0012120), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to LMBRD1 Skeletal muscle atrophy (HP:0003202)-decreased embryo size (MP:0001698), Short stature (HP:0004322)-decreased embryo size (MP:0001698), 	
163	POTEJ_AD	POTEJ	653781	AD	0.3076	0.0744	0.5041	0.6018	0.0000	0.0000	0.0000	0.5041	0.5041	1.0000	0				Proximity to ASH1L associated with Intellectual developmental disorder, autosomal dominant 52 (OMIM:617796): Nephrocalcinosis (HP:0000121)-Cryptorchidism (HP:0000028), Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Breech presentation (HP:0001623), Skeletal muscle atrophy (HP:0003202)-Scapular winging (HP:0003691), Short stature (HP:0004322)-High palate (HP:0000218), 	Proximity to ASH1L Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 	
164	FOXL1_AD	FOXL1	2300	AD	0.3078	0.0742	0.5019	0.6041	0.0000	0.4814	0.0000	0.5019	0.5019	1.0000	0		Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-postnatal growth retardation (MP:0001732), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased small intestinal villus size (MP:0008142), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 		Proximity to GLI2 associated with Microform holoprosencephaly (ORPHA:280200): Nephrocalcinosis (HP:0000121)-Renal agenesis (HP:0000104), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-EMG: myopathic abnormalities (HP:0003458), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to GLI2 Failure to thrive (HP:0001508)-delayed bone ossification (MP:0000060), Small for gestational age (HP:0001518)-delayed bone ossification (MP:0000060), Premature birth (HP:0001622)-delayed bone ossification (MP:0000060), Skeletal muscle atrophy (HP:0003202)-short limbs (MP:0000547), Short stature (HP:0004322)-delayed bone ossification (MP:0000060), 	Proximity to GLI2 Nephrocalcinosis (HP:0000121)-pronephric glomerulus mislocalised laterally, abnormal (ZP:0012534), Rhabdomyosarcoma (HP:0002859)-myoseptum quality, abnormal (ZP:0003289), Skeletal muscle atrophy (HP:0003202)-horizontal myoseptum hypoplastic, abnormal (ZP:0005400), 
165	PRSS3_AD	PRSS3	5646	AD	0.3088	0.0734	0.5008	0.6040	0.0000	0.2259	0.0000	0.5008	0.5008	1.0000	0		Failure to thrive (HP:0001508)-impaired righting response (MP:0001523), Small for gestational age (HP:0001518)-impaired righting response (MP:0001523), Premature birth (HP:0001622)-impaired righting response (MP:0001523), Short stature (HP:0004322)-impaired righting response (MP:0001523), 		Proximity to LMBRD1 associated with Methylmalonic aciduria and homocystinuria, cblF type (OMIM:277380): Nephrocalcinosis (HP:0000121)-Methylmalonic aciduria (HP:0012120), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to LMBRD1 Skeletal muscle atrophy (HP:0003202)-decreased embryo size (MP:0001698), Short stature (HP:0004322)-decreased embryo size (MP:0001698), 	
166	CNTNAP3_AR	CNTNAP3	79937	AR	0.3130	0.0702	0.5056	0.5934	0.0000	0.0000	0.0000	0.5056	0.5056	1.0000	0				Proximity to CNTN1 associated with Congenital myopathy 12 (OMIM:612540): Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Camptodactyly (HP:0012385), Short stature (HP:0004322)-High, narrow palate (HP:0002705), 	Proximity to CNTN1 Failure to thrive (HP:0001508)-weight loss (MP:0001263), Small for gestational age (HP:0001518)-weight loss (MP:0001263), Premature birth (HP:0001622)-impaired limb coordination (MP:0001524), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 	
167	RIMBP3_AD	RIMBP3	85376	AD	0.3154	0.0684	0.5000	0.5967	0.0000	0.3525	0.0000	0.5000	0.5000	1.0000	0		Failure to thrive (HP:0001508)-impaired fertilization (MP:0000242), Small for gestational age (HP:0001518)-impaired fertilization (MP:0000242), Premature birth (HP:0001622)-impaired fertilization (MP:0000242), Short stature (HP:0004322)-impaired fertilization (MP:0000242), 		Proximity to MC1R associated with Large congenital melanocytic nevus (ORPHA:626): Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), 	Proximity to MC1R Failure to thrive (HP:0001508)-hyperpigmentation (MP:0001188), Small for gestational age (HP:0001518)-hyperpigmentation (MP:0001188), Premature birth (HP:0001622)-hyperpigmentation (MP:0001188), Short stature (HP:0004322)-hyperpigmentation (MP:0001188), 	
168	COL11A2_AD	COL11A2	1302	AD	0.3215	0.0642	0.5001	0.5891	0.4091	0.4970	0.1963	0.5001	0.5001	1.0000	0	Otospondylomegaepiphyseal dysplasia (ORPHA:1427): Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Short stature (HP:0004322)-Disproportionate short stature (HP:0003498), 	Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-postnatal growth retardation (MP:0001732), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 	Short stature (HP:0004322)-chondrocyte differentiation delayed, abnormal (ZP:0000120), 	Proximity to PHOX2B associated with Haddad syndrome (ORPHA:99803): Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Neuroblastoma (HP:0003006), 	Proximity to PHOX2B Failure to thrive (HP:0001508)-impaired pupillary reflex (MP:0006243), Small for gestational age (HP:0001518)-impaired pupillary reflex (MP:0006243), Premature birth (HP:0001622)-impaired pupillary reflex (MP:0006243), Short stature (HP:0004322)-impaired pupillary reflex (MP:0006243), 	
169	PIEZO2_AD	PIEZO2	63895	AD	0.3226	0.0635	0.6384	0.4312	0.6384	0.2039	0.0000	0.0000	0.6384	1.0000	0	Marden-Walker syndrome (ORPHA:2461): Nephrocalcinosis (HP:0000121)-Renal dysplasia (HP:0000110), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Hydronephrosis (HP:0000126), Skeletal muscle atrophy (HP:0003202)-Skeletal muscle atrophy (HP:0003202), Short stature (HP:0004322)-Severe short stature (HP:0003510), 	Short stature (HP:0004322)-abnormal embryo size (MP:0001697), 				
170	MIS18BP1_AR	MIS18BP1	55320	AR	0.3328	0.0569	0.5001	0.5752	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to MAD1L1 associated with Mosaic variegated aneuploidy syndrome 7 with inflammation and tumor predisposition (OMIM:620189): Nephrocalcinosis (HP:0000121)-Cervix cancer (HP:0030079), Rhabdomyosarcoma (HP:0002859)-Embryonal rhabdomyosarcoma (HP:0006743), 	Proximity to MAD1L1 Rhabdomyosarcoma (HP:0002859)-increased rhabdomyosarcoma incidence (MP:0002036), Skeletal muscle atrophy (HP:0003202)-increased rhabdomyosarcoma incidence (MP:0002036), 	Proximity to MAD1L1 Failure to thrive (HP:0001508)-habituation decreased rate, abnormal (ZP:0138053), 
171	CCKAR_AD	CCKAR	886	AD	0.3333	0.0565	0.5010	0.5734	0.0000	0.2521	0.0000	0.5010	0.5010	1.0000	0		Nephrocalcinosis (HP:0000121)-enlarged urinary bladder (MP:0011874), 		Proximity to GNA11 associated with Autosomal dominant hypocalcemia (ORPHA:428): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Skeletal muscle atrophy (HP:0003202)-Optic atrophy (HP:0000648), 	Proximity to GNA11 Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-decreased body weight (MP:0001262), 	
172	KDM6B_AR	KDM6B	23135	AR	0.3374	0.0541	0.2521	0.8500	0.1588	0.4174	0.0000	0.5043	0.5043	0.5000	0	Stolerman neurodevelopmental syndrome (OMIM:618505): Nephrocalcinosis (HP:0000121)-Cryptorchidism (HP:0000028), Premature birth (HP:0001622)-Cryptorchidism (HP:0000028), 	Failure to thrive (HP:0001508)-decreased fetal weight (MP:0009431), Small for gestational age (HP:0001518)-decreased fetal weight (MP:0009431), Premature birth (HP:0001622)-decreased fetal size (MP:0004200), Skeletal muscle atrophy (HP:0003202)-short limbs (MP:0000547), Short stature (HP:0004322)-delayed endochondral bone ossification (MP:0003419), 		Proximity to KMT2D associated with Kabuki syndrome (ORPHA:2322): Nephrocalcinosis (HP:0000121)-Renal hypoplasia/aplasia (HP:0008678), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Precocious puberty (HP:0000826), Skeletal muscle atrophy (HP:0003202)-Congenital diaphragmatic hernia (HP:0000776), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to KMT2D Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 	
173	POMZP3_AR	POMZP3	22932	AR	0.3379	0.0539	0.2958	0.8000	0.0000	0.2958	0.0000	0.0000	0.2958	1.0000	0		Failure to thrive (HP:0001508)-decreased ovary weight (MP:0004856), Small for gestational age (HP:0001518)-decreased ovary weight (MP:0004856), Premature birth (HP:0001622)-decreased superovulation rate (MP:0031420), Skeletal muscle atrophy (HP:0003202)-small ovary (MP:0001127), Short stature (HP:0004322)-small ovary (MP:0001127), 				
174	FLG_AR	FLG	2312	AR	0.3389	0.0533	0.5005	0.5671	0.2872	0.3109	0.0000	0.5005	0.5005	1.0000	0	Recessive X-linked ichthyosis (ORPHA:461): Nephrocalcinosis (HP:0000121)-Cryptorchidism (HP:0000028), Premature birth (HP:0001622)-Desquamation of skin soon after birth (HP:0007549), 	Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 		Proximity to ABCA12 associated with Ichthyosis, congenital, autosomal recessive 4B (harlequin) (OMIM:242500): Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Premature birth (HP:0001622), 	Proximity to ABCA12 Failure to thrive (HP:0001508)-decreased fetal weight (MP:0009431), Small for gestational age (HP:0001518)-decreased fetal weight (MP:0009431), Premature birth (HP:0001622)-decreased fetal weight (MP:0009431), Skeletal muscle atrophy (HP:0003202)-decreased fetal weight (MP:0009431), Short stature (HP:0004322)-decreased fetal weight (MP:0009431), 	
175	EXOC3L2_AD	EXOC3L2	90332	AD	0.3440	0.0505	0.5001	0.5614	0.0000	0.2978	0.0000	0.5001	0.5001	1.0000	0		Failure to thrive (HP:0001508)-decreased heart weight (MP:0002834), Small for gestational age (HP:0001518)-decreased heart weight (MP:0002834), Skeletal muscle atrophy (HP:0003202)-decreased heart weight (MP:0002834), Short stature (HP:0004322)-decreased heart weight (MP:0002834), 		Proximity to STX3 associated with Microvillus inclusion disease (ORPHA:2290): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Skeletal muscle atrophy (HP:0003202)-Villous atrophy (HP:0011473), 		
176	ASAH2_AR	ASAH2	56624	AR	0.3484	0.0481	0.5066	0.5485	0.0000	0.0000	0.0000	0.5066	0.5066	1.0000	0				Proximity to SMPD4 associated with Neurodevelopmental disorder with microcephaly, arthrogryposis, and structural brain anomalies (OMIM:618622): Failure to thrive (HP:0001508)-Progressive microcephaly (HP:0000253), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Arthrogryposis multiplex congenita (HP:0002804), Short stature (HP:0004322)-Birth length less than 3rd percentile (HP:0003561), 	Proximity to SMPD4 Nephrocalcinosis (HP:0000121)-dilated ureter (MP:0003586), 	
177	PRDM9_AR	PRDM9	56979	AR	0.3488	0.0479	0.5001	0.5554	0.0000	0.3055	0.0000	0.5001	0.5001	1.0000	0		Failure to thrive (HP:0001508)-decreased testis weight (MP:0004852), Small for gestational age (HP:0001518)-decreased testis weight (MP:0004852), Premature birth (HP:0001622)-arrest of male meiosis (MP:0008261), Skeletal muscle atrophy (HP:0003202)-small ovary (MP:0001127), Short stature (HP:0004322)-small ovary (MP:0001127), 		Proximity to TRIP13 associated with Mosaic variegated aneuploidy syndrome (ORPHA:1052): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), Skeletal muscle atrophy (HP:0003202)-Muscular dystrophy (HP:0003560), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to TRIP13 Failure to thrive (HP:0001508)-impaired ovarian folliculogenesis (MP:0001129), Small for gestational age (HP:0001518)-arrest of male meiosis (MP:0008261), Premature birth (HP:0001622)-arrest of male meiosis (MP:0008261), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 	
178	SVIL_AD	SVIL	6840	AD	0.3489	0.0478	0.2504	0.8378	0.2666	0.0000	0.0000	0.5009	0.5009	0.5000	0	Myofibrillar myopathy 10 (OMIM:619040): Skeletal muscle atrophy (HP:0003202)-EMG: myopathic abnormalities (HP:0003458), 			Proximity to HNRNPK associated with Au-Kline syndrome (OMIM:616580): Nephrocalcinosis (HP:0000121)-Dilatation of the renal pelvis (HP:0010946), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Breech presentation (HP:0001623), Short stature (HP:0004322)-High palate (HP:0000218), 		
179	SEC22C_AD	SEC22C	9117	AD	0.3529	0.0458	0.5039	0.5459	0.0000	0.0000	0.0000	0.5039	0.5039	1.0000	0				Proximity to SEC23B associated with Cowden syndrome (ORPHA:201): Nephrocalcinosis (HP:0000121)-Abnormality of the kidney (HP:0000077), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Rhabdomyosarcoma (HP:0002859)-Fibroma (HP:0010614), Skeletal muscle atrophy (HP:0003202)-Macroglossia (HP:0000158), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to SEC23B Skeletal muscle atrophy (HP:0003202)-small pancreas (MP:0004247), Short stature (HP:0004322)-small pancreas (MP:0004247), 	
